סמל_ישוב,שם_ישוב,סמל_נפה,נפה,קוד_לשכת_מנא,לשכת_מנא,קוד_מועצה_אזורית,מועצה_אזורית,סהכ,גיל_0_6,גיל_6_18,גיל_19_45,גיל_46_55,גיל_56_64,גיל_65_פלוס
254       ,כפר המכבי                ,31        ,חיפה                     ,31        ,חיפה                     ,12        ,זבולון                   ,427       ,34        ,81        ,139       ,54        ,36        ,83
255       ,כפר חיטים                ,22        ,כנרת                     ,22        ,טבריה                    ,3         ,הגליל התחתון             ,726       ,37        ,182       ,267       ,96        ,68        ,76
256       ,ניר דוד )תל עמל(         ,23        ,עפולה                    ,23        ,עפולה                    ,7         ,עמק המעיינות             ,857       ,58        ,183       ,283       ,102       ,68        ,163
257       ,נופך                     ,42        ,פתח תקווה                ,42        ,פתח תקוה                 ,25        ,חבל מודיעין              ,579       ,84        ,104       ,225       ,59        ,55        ,52
259       ,שדה נחום                 ,23        ,עפולה                    ,23        ,עפולה                    ,7         ,עמק המעיינות             ,759       ,58        ,196       ,266       ,126       ,44        ,69
262       ,גינוסר                   ,22        ,כנרת                     ,22        ,טבריה                    ,6         ,עמק הירדן                ,736       ,54        ,115       ,241       ,73        ,61        ,192
263       ,מסדה                     ,22        ,כנרת                     ,22        ,טבריה                    ,6         ,עמק הירדן                ,359       ,26        ,59        ,139       ,41        ,28        ,66
264       ,שער הגולן                ,22        ,כנרת                     ,22        ,טבריה                    ,6         ,עמק הירדן                ,635       ,41        ,96        ,196       ,73        ,51        ,178
265       ,בית יוסף                 ,23        ,עפולה                    ,23        ,עפולה                    ,7         ,עמק המעיינות             ,468       ,41        ,70        ,187       ,50        ,62        ,58
267       ,כפר שמריהו               ,51        ,תל אביב                  ,57        ,הרצליה                   ,0         ,                         ,2498      ,128       ,454       ,698       ,324       ,272       ,622
268       ,טירת צבי                 ,23        ,עפולה                    ,23        ,עפולה                    ,7         ,עמק המעיינות             ,911       ,121       ,266       ,320       ,48        ,39        ,117
269       ,מולדת                    ,23        ,עפולה                    ,23        ,עפולה                    ,8         ,הגלבוע                   ,1198      ,97        ,308       ,386       ,196       ,73        ,138
270       ,עין השופט                ,23        ,עפולה                    ,23        ,עפולה                    ,13        ,מגידו                    ,1191      ,60        ,170       ,429       ,127       ,94        ,311
272       ,מעוז חיים                ,23        ,עפולה                    ,23        ,עפולה                    ,7         ,עמק המעיינות             ,577       ,31        ,75        ,234       ,58        ,51        ,128
273       ,עין גב                   ,22        ,כנרת                     ,22        ,טבריה                    ,6         ,עמק הירדן                ,662       ,58        ,102       ,248       ,60        ,82        ,112
274       ,כפר מנחם                 ,61        ,אשקלון                   ,61        ,אשקלון                   ,35        ,יואב                     ,1441      ,98        ,465       ,405       ,236       ,68        ,169
276       ,צור משה                  ,41        ,השרון                    ,41        ,נתניה                    ,18        ,לב השרון                 ,2908      ,180       ,909       ,898       ,514       ,153       ,254
278       ,אושה                     ,31        ,חיפה                     ,31        ,חיפה                     ,12        ,זבולון                   ,495       ,51        ,73        ,165       ,71        ,47        ,88
280       ,חניתה                    ,24        ,עכו                      ,24        ,עכו                      ,4         ,מטה אשר                  ,1007      ,64        ,201       ,326       ,136       ,92        ,188
281       ,פקיעין חדשה              ,24        ,עכו                      ,24        ,עכו                      ,52        ,מעלה יוסף                ,476       ,60        ,98        ,187       ,53        ,50        ,28
