employer_name,employer_number,more_details,city,address,decision_date,industry,final_sanction_amount,reason_of_review,law,note,employees_general_number,checked_employees_number,appeal,court_appeal,financial_sanction_reduction,,,,,
"שרבט 38 יזום ובניה בתחום תמא 38 בע""מ ",514458439,"<a title=""21-661-2019.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/21-661-2019.pdf""> 21-661-2019.pdf </a>",רעננה,היצירה 10,17/05/2020,בניין,"21,546",פנייה,"חוק הגנת השכר תשי""ח-1958",,,,,,,,,,,
"קנטור הפקות בע""מ  ",515164366,"<a title=""21-1107-2019.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/21-1107-2019.pdf""> 21-1107-2019.pdf </a>",הוד השרון,הראשונים 2,06/05/2020,מסעדות,,פנייה,"חוק הגנת השכר תשי""ח-1958",מחזור עסקאות,,,,,,,,,,
ועד מקומי חמד,501608012,"<a title=""15-2345-2019.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/15-2345-2019.pdf""> 15-2345-2019.pdf </a>",חמד,חמד,15/03/2020,"ממשלה, רשויות מקומיות ומינהל ציבורי",,פנייה,"חוק עבודת נשים תשי""ד-1954",מחזור עסקאות,,,,,,,,,,
"קרגו אריזה לוגיסטיק בע""מ",514488089,"<a title=""2517.4.2018.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/2517.4.2018.pdf""> 2517.4.2018.pdf </a>",,"המלאכה 23, ראש העין ",12/03/2020,משלוחים,"429,600",פנייה,"חוק הגנת השכר תשי""ח-1958",,,,,,,,,,,
"משרד עו""ד",,"<a title=""19472019.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/19472019.pdf""> 19472019.pdf </a>",,"בן יהודה, ירושלים 1",11/03/2020,מקצועות חופשיים,"179,550",פנייה,"חוק שכר מינימום תשמ""ז-1987",,,,,,,,,,,
חנות הבגדים אנה,,"<a title=""21-2359-2019.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/21-2359-2019.pdf""> 21-2359-2019.pdf </a>",תל אביב - יפו,דיזינגוף 290,11/03/2020,מסחר,"107,730",פנייה,"חוק הגנת השכר תשי""ח-1958",,,,,,,,,,,
"סיגליות ב.ש. חברה לשירותים בע""מ",513289249,"<a title=""2608.4.2018.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/2608.4.2018.pdf""> 2608.4.2018.pdf </a>",,"ת.ד. 124, שדרות",10/03/2020,שרותי ניקיון,"17,955",יזום,"חוק הגנת השכר תשי""ח-1958",,,,,,,,,,,
"אגרוגולד חקלאות היי-טק בע""מ",511980062,"<a title=""33-1030-2019.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/33-1030-2019.pdf""> 33-1030-2019.pdf </a>",שדמות דבורה,שדמות דבורה 0,09/03/2020,חקלאות,"71,820",יזום,"צו הרחבה (נוסח משולב) לפנסיה חובה לפי חוק הסכמים קיבוציים התשי""ז-1956",,,,,,,,,,,
מערכות גזים רפואיים ,,"<a title=""19-2144-2019.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/19-2144-2019.pdf""> 19-2144-2019.pdf </a>",לוד,שושן 2,09/03/2020,אחר,"143,640",פנייה,"חוק שכר מינימום תשמ""ז-1987",,,,,,,,,,,
"אולפני זינקו בע""מ",511542565,"<a title=""1989.2019.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/1989.2019.pdf""> 1989.2019.pdf </a>",,הסוללים 3,09/03/2020,"אלקטרוניקה, תקשורת ותוכנה","71,820",פנייה,"חוק הגנת השכר תשי""ח-1958",,,,,,,,,,,
ייעוץ והכוונה להורים לילדים מחוננים בגיל,580660025,"<a title=""985.4.2019.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/985.4.2019.pdf""> 985.4.2019.pdf </a>",,"גליל ישראל 18/19, חולון",09/03/2020,עמותות,"35,910",פנייה,"חוק הגנת השכר תשי""ח-1958",,,,,,,,,,,
"ויבטר בע""מ",515313120,"<a title=""3662019.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/3662019.pdf""> 3662019.pdf </a>",,"שד' בן צבי יצחק, ירושלים 1",08/03/2020,תחנות דלק ושרותי רכב,"17,955",יזום,"חוק הגנת השכר תשי""ח-1958",,,,,,,,,,,
לשקט שלכם סוכנות לביטוח פנסיוני (2018) ב,515821072,"<a title=""19-1981-2019.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/19-1981-2019.pdf""> 19-1981-2019.pdf </a>",ראשון לציון,לזרוב 17א,08/03/2020,"שרותים מקצועיים, טכניים ואישיים","35,910",פנייה,"חוק שכר מינימום תשמ""ז-1987",,,,,,,,,,,
"חפירה וחציבה בע""מ",510428642,"<a title=""25722016.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/25722016.pdf""> 25722016.pdf </a>",,"לוין שמריהו, ירושלים 7",04/03/2020,חקלאות,"17,955",יזום,"חוק הגנת השכר תשי""ח-1958",,,,,,,,,,,
הכי מהיר בעיר ,,"<a title=""19-920-2020.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/19-920-2020.pdf""> 19-920-2020.pdf </a>",חיפה,השלוח 29,04/03/2020,היסעים והובלות,"35,700",פנייה,"חוק שכר מינימום תשמ""ז-1987",,,,,,,,,,,
"מקור הפנקייק ירכא בע""מ",515381978,"<a title=""19-21-2277-2-2019.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/19-21-2277-2-2019.pdf""> 19-21-2277-2-2019.pdf </a>",ירכא,,04/03/2020,מסעדות,"143,640",יזום,"חוק הגנת השכר תשי""ח-1958,חוק שכר מינימום תשמ""ז-1987",,,,,,,,,,,
נגנדיה אחזקות בע''מ,514298322,"<a title=""26612018.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/26612018.pdf""> 26612018.pdf </a>",,"ההדרים, ראשל""צ 10",04/03/2020,שרותי ניקיון,"107,730",יזום,"חוק הגנת השכר תשי""ח-1958",,,,,,,,,,,
מ.ב. עיבוד שבבי,,,מגדל העמק,המסגר 9,16/02/2022,תעשייה,"18,280",פנייה,"חוק הגנת השכר, תשי""ח-1958
סעיף 25א, אי העברת סכומים שנוכו למי שלו יועדו או העביר באיחור",9322020,5,4,כן. הבקשה נדחתה.,לא,(א)(1)+ 1(א)(3) - 50%,,,,,
"אגודת חב""ד אשקלון",580019859,"<a title=""521.4.2019.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/521.4.2019.pdf""> 521.4.2019.pdf </a>",,"לכיש 13, אשקלון",03/03/2020,חינוך,"1,077,300",פנייה,"חוק הגנת השכר תשי""ח-1958",,,,,,,,,,,
"רומי גורן שינוע יבשתי בע""מ",515845667,"<a title=""21-896-2020.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/21-896-2020.pdf""> 21-896-2020.pdf </a>",תל תאומים,משק 36,02/03/2020,היסעים והובלות,"107,100",פנייה,"חוק הגנת השכר תשי""ח-1958",,,,,,,,,,,
"אלרוב מלונות יוקרה (1996) בע""מ ",511829889,"<a title=""17412019.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/17412019.pdf""> 17412019.pdf </a>",,"המלך דוד, ירושלים 7",01/03/2020,שרותי אירוח/בתי מלון,"20,890",פנייה,"חוק הגנת השכר תשי""ח-1958",,,,,,,,,,,
"מימונית ישיר בע""מ",514661511,"<a title=""18912019-21.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/18912019-21.pdf""> 18912019-21.pdf </a>",,"המלאכה, לוד 13",01/03/2020,שרותים אחרים,"323,190",פנייה,"חוק הגנת השכר תשי""ח-1958",,,,,,,,,,,
"מימונית ישיר בע""מ",514661511,"<a title=""18912019-19.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/18912019-19.pdf""> 18912019-19.pdf </a>",,"המלאכה, לוד 13",01/03/2020,שרותים אחרים,"71,820",פנייה,"חוק שכר מינימום תשמ""ז-1987",,,,,,,,,,,
מאפיית אמסיס,,"<a title=""17152019.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/17152019.pdf""> 17152019.pdf </a>",,"המעפילים, רמלה 27",01/03/2020,תעשיות מזון,"35,910",יזום,"חוק שכר מינימום תשמ""ז-1987",,,,,,,,,,,
"אם.די.סי העתקות בע""מ",513019562,"<a title=""20412019.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/20412019.pdf""> 20412019.pdf </a>",,"יוחנן הסנדלר, חיפה 20",01/03/2020,בית דפוס,"215,460",פנייה,"חוק הגנת השכר תשי""ח-1958",,,,,,,,,,,
"""הזירה""  דאנס בר בע""מ",513069948,"<a title=""2532.2019.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/2532.2019.pdf""> 2532.2019.pdf </a>",,מנורת המאור 4,01/03/2020,פעילות בידור פנאי וספורט,"179,550",יזום,"חוק הגנת השכר תשי""ח-1958",,,,,,,,,,,
גני מאורות מודיעין,580410736,"<a title=""19262019.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/19262019.pdf""> 19262019.pdf </a>",,"מצפה רעות, מודיעין 10",01/03/2020,חינוך,"395,010",יזום,"חוק הגנת השכר תשי""ח-1958",,,,,,,,,,,
"אחים פרץ ר.א.י. בע""מ",510979743,"<a title=""979.4.2019.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/979.4.2019.pdf""> 979.4.2019.pdf </a>",,"מפוח 4, רחובות",01/03/2020,מקצועות חופשיים,"28,728",יזום,"חוק הגנת השכר תשי""ח-1958",,,,,,,,,,,
"ק.ג.ס.ס בע""מ",514781202,"<a title=""2533.2019.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/2533.2019.pdf""> 2533.2019.pdf </a>",,הרצל 12,26/02/2020,מסעדות,"143,640",יזום,"חוק הגנת השכר תשי""ח-1958",,,,,,,,,,,
"ד.נ שירותי סיעוד 2017 בע""מ",515671436,"<a title=""27392018.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/27392018.pdf""> 27392018.pdf </a>",,טורעאן,26/02/2020,שרותים אחרים,"35,910",פנייה,"חוק שכר מינימום תשמ""ז-1987",,,,,,,,,,,
"תפוז שליחויות בע""מ",513320952,"<a title=""360.2019.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/360.2019.pdf""> 360.2019.pdf </a>",,"לח""י 21, בני ברק",26/02/2020,משלוחים,"17,955",פנייה,"חוק הגנת השכר תשי""ח-1958",,,,,,,,,,,
"בירנצוויג קוטור בע""מ",515854768,"<a title=""664.2019.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/664.2019.pdf""> 664.2019.pdf </a>",תל אביב - יפו,החשמל 5,20/02/2020,מסחר,,פנייה,"חוק הגנת השכר תשי""ח-1958",הפחתה בשל מחזור עסקאות,,,,,,,,,,
זותא פיצה,,"<a title=""19-1108-2019.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/19-1108-2019.pdf""> 19-1108-2019.pdf </a>",חולון,צבי תדמור 12,19/02/2020,מסעדות,"35,800",פנייה,"חוק שכר מינימום תשמ""ז-1987",,,,,,,,,,,
"דני מזרחי דיזיינס בע""מ",512566563,"<a title=""2006.2019.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/2006.2019.pdf""> 2006.2019.pdf </a>",,ה' באייר 26,19/02/2020,מסחר,"107,730",פנייה,"חוק שכר מינימום תשמ""ז-1987",,,,,,,,,,,
"ברכת ישראל עבודות 26 בע""מ",514803923,"<a title=""957.4.2019.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/957.4.2019.pdf""> 957.4.2019.pdf </a>",,"הרצל 17, אשקלון",18/02/2020,תעשיות מתכת,"287,280",יזום,"חוק הגנת השכר תשי""ח-1958",,,,,,,,,,,
"לוגיסטיפארם בע""מ",515100485,"<a title=""532019-19.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/532019-19.pdf""> 532019-19.pdf </a>",,"המעפלים, קרית אתא 1",18/02/2020,שרותים אחרים,"143,640",פנייה,"חוק שכר מינימום תשמ""ז-1987",,,,,,,,,,,
"לוגיסטיפארם בע""מ",515100485,"<a title=""532019.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/532019.pdf""> 532019.pdf </a>",,"המעפלים, קרית אתא 1",18/02/2020,שרותים אחרים,"395,010",פנייה,"חוק הגנת השכר תשי""ח-1958",,,,,,,,,,,
מגה סליפ,,,הרצלייה,קניון ארנה,01/07/2024,מסחר,0,יזום/מודיעין,"חוק הגנת השכר, תשי""ח-1958. סעיף 25א, אי העברת סכומים שנוכו למי שלו יועדו או העביר באיחור",2374-2019,5,4,לא,לא,תקנה 1(א)(5) - נסיבות אישיות חריגות למעביד יחיד המעסיק פחות מ-10 עובדים- 25%,,,,,
"דב וולף עבודות עפר בע""מ",514287259,"<a title=""3412019.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/3412019.pdf""> 3412019.pdf </a>",,"שד' ויצמן, קרית מוצקין 70",16/02/2020,בניין,,יזום,"צו הרחבה (נוסח משולב) לפנסיה חובה לפי חוק הסכמים קיבוציים התשי""ז-1956",מחזור עסקאות,,,,,,,,,,
"יודלה הבונים בנגב בע""מ",515434678,"<a title=""2035.4.2019.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/2035.4.2019.pdf""> 2035.4.2019.pdf </a>",,"שכ 10, בית 99, חורה",16/02/2020,בניין,"71,820",פנייה,"חוק הגנת השכר תשי""ח-1958",,,,,,,,,,,
"אגרוקל יבוא יצוא ושיווק בע""מ",511063083,"<a title=""27812018.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/27812018.pdf""> 27812018.pdf </a>",,"רב' אליעזר בן הורקונוס, לוד 5",16/02/2020,מכירה קמעונאית,"214,800",פנייה,"חוק הגנת השכר תשי""ח-1958",,,,,,,,,,,
"פיקל פתרונות תוכנה בע""מ",515589778,"<a title=""21-879-3-2019.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/21-879-3-2019.pdf""> 21-879-3-2019.pdf </a>",פתח תקווה,הסיבים 25,13/02/2020,"תקשורת, הנדסה ומחשוב","18,280",פנייה,"חוק הגנת השכר תשי""ח-1958",,,,,,,,,,,
"ג'נא מ.ת.מ.א 2012 חברה קבלנית בע""מ",514749860,"<a title=""19-953-2020.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/19-953-2020.pdf""> 19-953-2020.pdf </a>",אום אל-פחם,ראס אל ריס,10/02/2020,בניין,"71,400",פנייה,"חוק שכר מינימום תשמ""ז-1987",,,,,,,,,,,
הובלת מטענים בדרכים ,,"<a title=""1839.4.2019.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/1839.4.2019.pdf""> 1839.4.2019.pdf </a>",,"סבידור מנחם 15, באר שבע",10/02/2020,אולמות אירועים/שרותי קיטרינג,"107,730",פנייה,"חוק הגנת השכר תשי""ח-1958",,,,,,,,,,,
ורטיגו חנות בגדים,,"<a title=""21-620-2019.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/21-620-2019.pdf""> 21-620-2019.pdf </a>",רמת גן,הרצל 71,10/02/2020,מסחר,"35,910",פנייה,"חוק הגנת השכר תשי""ח-1958",,,,,,,,,,,
ורטיגו,,"<a title=""620.2019.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/620.2019.pdf""> 620.2019.pdf </a>",,"ביאליק 86, רמת גן",10/02/2020,מסחר,"35,800",פנייה,"חוק הגנת השכר תשי""ח-1958",,,,,,,,,,,
"בלו אדישיין בע""מ",515033876,"<a title=""19-21-2589-2018.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/19-21-2589-2018.pdf""> 19-21-2589-2018.pdf </a>",בצרה,הנחלים 6,10/02/2020,מסחר,"179,550",פנייה,"חוק הגנת השכר תשי""ח-1958,חוק שכר מינימום תשמ""ז-1987",,,,,,,,,,,
"טנדיט בע""מ",515830438,"<a title=""2336.2019.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/2336.2019.pdf""> 2336.2019.pdf </a>",,ראול ולנברג 6,09/02/2020,"אלקטרוניקה, תקשורת ותוכנה","71,820",פנייה,"חוק שכר מינימום תשמ""ז-1987",,,,,,,,,,,
"פ.א.ר חוצה הנגב בע""מ",514712769,"<a title=""705.4.2019.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/705.4.2019.pdf""> 705.4.2019.pdf </a>",,ת.ד 4142 באר שבע,09/02/2020,היסעים והובלות,"17,955",יזום,"חוק הגנת השכר תשי""ח-1958,צו הרחבה (נוסח משולב) לפנסיה חובה לפי חוק הסכמים קיבוציים התשי""ז-1956",,,,,,,,,,,
"עין הנמר בע""מ",511820391,"<a title=""969.4.2019.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/969.4.2019.pdf""> 969.4.2019.pdf </a>",,תחנת דלק ניר גלים,09/02/2020,היסעים והובלות,"17,955",יזום,"חוק הגנת השכר תשי""ח-1958",,,,,,,,,,,
"אל-בר מסגריה (אשדוד)בע""מ",511032435,"<a title=""1448.4.2019.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/1448.4.2019.pdf""> 1448.4.2019.pdf </a>",,"העמל 19, אשדוד",09/02/2020,תעשיות מתכת,"28,728",יזום,"צו הרחבה (נוסח משולב) לפנסיה חובה לפי חוק הסכמים קיבוציים התשי""ז-1956",,,,,,,,,,,
"ד.פ. רימון בע""מ",515145951,"<a title=""406.4.2019.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/406.4.2019.pdf""> 406.4.2019.pdf </a>",,אחוזם 75,09/02/2020,מכירה קמעונאית,"17,955",יזום,"חוק הגנת השכר תשי""ח-1958",,,,,,,,,,,
מור זכויות ופיננסים,,"<a title=""21-2631-2018.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/21-2631-2018.pdf""> 21-2631-2018.pdf </a>",ראשון לציון,הרימון 3,06/02/2020,"שרותים מקצועיים, טכניים ואישיים",,פנייה,"חוק הגנת השכר תשי""ח-1958",מחזור עסקאות,,,,,,,,,,
"אלריאן חומוס בר בע""מ",514459049,"<a title=""3-21-33-289-2019.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/3-21-33-289-2019.pdf""> 3-21-33-289-2019.pdf </a>",חיפה,שד בן גוריון 46,05/02/2020,מסעדות,,פנייה,"חוק הגנת השכר תשי""ח-1958,חוק עבודת הנוער תשי""ג-1953,צו הרחבה (נוסח משולב) לפנסיה חובה לפי חוק הסכמים קיבוציים התשי""ז-1956",מחזור עסקאות,,,,,,,,,,
אלזהראוי מרכז רפואי בע''מ,513661082,"<a title=""21-607-2-2019.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/21-607-2-2019.pdf""> 21-607-2-2019.pdf </a>",טמרה,,04/02/2020,שרותי בריאות וסיעוד,"17,955",יזום,"חוק הגנת השכר תשי""ח-1958",,,,,,,,,,,
